"Sector","Indicator_Group_Code","Indicator_Group_Name","Indicator_Code","Indicator_Name","Disaggregation_Type","Level_Of_Difficulty","Sex","Location","Age","Type_Of_Disability","Country_Code","Country_Name","Time","Data","Units_Of_Measure"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","MLI","Mali",2018,25.85631035,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","MRT","Mauritania",2021,28.52319631,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","MUS","Mauritius",2011,10.64800557,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","MEX","Mexico",2020,27.52228445,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","MNG","Mongolia",2020,23.91037895,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","MAR","Morocco",2014,31.2526125,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","MMR","Myanmar",2014,7.471484662,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","NAM","Namibia",2015,19.47556124,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","NPL","Nepal",2022,32.62007595,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","NER","Niger",2018,18.48331823,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","NGA","Nigeria",2018,14.86917129,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","PAK","Pakistan",2020,19.1031404,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","PHL","Philippines",2020,8.725066408,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","RWA","Rwanda",2021,12.69808677,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","SEN","Senegal",2018,24.74142625,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","SLE","Sierra Leone",2018,10.69958103,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","SOM","Somalia",2022,23.95381595,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","ZAF","South Africa",2016,21.91719462,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","LKA","Sri Lanka",2021,17.76285581,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","SUR","Suriname",2012,12.54716923,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","TJK","Tajikistan",2016,25.38463587,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","TZA","Tanzania",2020,15.78457801,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","TLS","Timor-Leste",2016,12.57292173,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","TGO","Togo",2018,33.30185657,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","TON","Tonga",2016,7.745446064,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","UGA","Uganda",2016,44.79742074,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","URY","Uruguay",2011,16.86842335,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","VUT","Vanuatu",2009,1.425634455,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","VNM","Viet Nam",2019,28.3266859,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","PSE","West Bank and Gaza",2009,16.22879434,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","ZMB","Zambia",2020,12.0269286,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_65up","Adjusted prevalence of Persons aged 65 or older with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 65 or older)","Level of difficulty, Age","At least a lot of difficulty","All","All","65+","All","ZWE","Zimbabwe",2017,11.30192046,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","AFG","Afghanistan",2016,7.882998375,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","BGD","Bangladesh",2016,2.013062638,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","BEN","Benin",2018,5.724954936,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","BTN","Bhutan",2017,3.714974099,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","BOL","Bolivia",2021,1.431445524,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","BIH","Bosnia and Herzegovina",2015,6.565644398,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","BRA","Brazil",2022,8.58532821,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","BFA","Burkina Faso",2018,4.381616556,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","KHM","Cambodia",2019,1.617292422,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","TCD","Chad",2018,9.986082012,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","CHL","Chile",2017,7.36780456,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","COL","Colombia",2022,4.858612337,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","COM","Comoros",2020,7.026710701,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","CIV","Cote d'Ivoire",2018,6.815702353,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","DJI","Djibouti",2017,6.47402471,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","SWZ","Eswatini",2016,7.216706354,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","ETH","Ethiopia",2021,2.522731082,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","GAB","Gabon",2017,9.155028501,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","GMB","Gambia, The",2018,1.885421835,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","GHA","Ghana",2021,3.163227883,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","GTM","Guatemala",2018,3.978163198,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","GIN","Guinea",2018,5.480512753,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","GNB","Guinea-Bissau",2018,5.061387747,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","HTI","Haiti",2017,5.385374514,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","IDN","Indonesia",2019,1.564706889,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","KEN","Kenya",2019,3.843665299,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","KIR","Kiribati",2020,8.788695065,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","LSO","Lesotho",2017,7.891438186,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","LBR","Liberia",2016,3.526582382,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","MWI","Malawi",2019,3.939570587,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","MDV","Maldives",2009,14.48657862,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","MLI","Mali",2018,5.583443951,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","MRT","Mauritania",2021,6.558633428,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","MUS","Mauritius",2011,2.403562816,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","MEX","Mexico",2020,6.506730573,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","MNG","Mongolia",2020,6.168781267,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","MAR","Morocco",2014,7.435370303,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","MMR","Myanmar",2014,1.580978253,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","NAM","Namibia",2015,5.182731502,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","NPL","Nepal",2022,7.457652477,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","NER","Niger",2018,4.289558584,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","NGA","Nigeria",2018,3.00502049,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","PAK","Pakistan",2020,3.791380933,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","PHL","Philippines",2020,1.778548142,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","RWA","Rwanda",2021,3.48863845,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","SEN","Senegal",2018,5.516410192,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","SLE","Sierra Leone",2018,2.787331024,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","SOM","Somalia",2022,4.855439044,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","ZAF","South Africa",2016,5.929226932,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","LKA","Sri Lanka",2021,3.796536864,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","SUR","Suriname",2012,3.232613486,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","TJK","Tajikistan",2016,5.080315197,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_all","Adjusted prevalence of Persons with disabilities i.e. at least a lot of functional diifficulty (% of Persons)","Level of difficulty","At least a lot of difficulty","All","All","All","All","TZA","Tanzania",2020,3.436028983,"Percent"
